dteday,season,mnth,workingday,weathersit,temp,atemp,hum,windspeed,cnt,hr
2012-02-16,1,2,1,3,0.34,0.3182,0.71,0.2537,64,13.0
2012-02-16,1,2,1,3,0.32,0.3182,0.81,0.194,31,14.0
2012-02-16,1,2,1,3,0.34,0.3636,0.76,0.0,53,15.0
2012-02-16,1,2,1,3,0.34,0.3636,0.81,0.0,118,16.0
2012-02-16,1,2,1,3,0.34,0.3636,0.87,0.0,289,17.0
2012-02-16,1,2,1,3,0.34,0.3333,0.87,0.1343,353,18.0
2012-02-16,1,2,1,2,0.32,0.3182,0.87,0.1642,258,19.0
2012-02-16,1,2,1,2,0.32,0.3333,0.87,0.1343,216,20.0
2012-02-16,1,2,1,2,0.34,0.3485,0.81,0.1045,145,21.0
2012-02-16,1,2,1,2,0.32,0.3485,0.81,0.0,111,22.0
2012-02-16,1,2,1,1,0.32,0.3333,0.81,0.0896,73,23.0
2012-02-17,1,2,1,2,0.3,0.3333,0.87,0.0,34,0.0
2012-02-17,1,2,1,2,0.3,0.3333,0.93,0.0,18,1.0
2012-02-17,1,2,1,2,0.3,0.3182,0.93,0.1045,12,2.0
2012-02-17,1,2,1,2,0.28,0.2879,0.93,0.1045,1,3.0
2012-02-17,1,2,1,2,0.28,0.2727,0.93,0.194,1,4.0
2012-02-17,1,2,1,2,0.28,0.2727,0.93,0.1642,16,5.0
2012-02-17,1,2,1,2,0.28,0.2879,0.96,0.1343,71,6.0
2012-02-17,1,2,1,2,0.28,0.2879,0.93,0.1045,226,7.0
2012-02-17,1,2,1,2,0.26,0.303,1.0,0.0,520,8.0
2012-02-17,1,2,1,2,0.26,0.303,1.0,0.0,283,9.0
2012-02-17,1,2,1,1,0.34,0.3182,0.71,0.2836,116,10.0
2012-02-17,1,2,1,1,0.36,0.3333,0.62,0.4179,142,11.0
2012-02-17,1,2,1,1,0.38,0.3939,0.46,0.3881,198,12.0
2012-02-17,1,2,1,1,0.4,0.4091,0.43,0.3582,205,13.0
2012-02-17,1,2,1,1,0.4,0.4091,0.37,0.3582,170,14.0
2012-02-17,1,2,1,1,0.42,0.4242,0.35,0.4179,221,15.0
2012-02-17,1,2,1,1,0.42,0.4242,0.32,0.2985,307,16.0
2012-02-17,1,2,1,1,0.42,0.4242,0.32,0.3284,465,17.0
2012-02-17,1,2,1,1,0.4,0.4091,0.35,0.2537,377,18.0
2012-02-17,1,2,1,1,0.38,0.3939,0.37,0.2239,282,19.0
2012-02-17,1,2,1,1,0.4,0.4091,0.35,0.194,171,20.0
2012-02-17,1,2,1,1,0.38,0.3939,0.37,0.194,129,21.0
2012-02-17,1,2,1,1,0.36,0.3485,0.4,0.2239,107,22.0
2012-02-17,1,2,1,1,0.36,0.3485,0.4,0.194,82,23.0
2012-02-18,1,2,0,1,0.34,0.3333,0.42,0.1642,86,0.0
2012-02-18,1,2,0,1,0.32,0.3182,0.49,0.1642,45,1.0
2012-02-18,1,2,0,1,0.3,0.2879,0.61,0.2537,45,2.0
2012-02-18,1,2,0,1,0.28,0.2879,0.65,0.1045,18,3.0
2012-02-18,1,2,0,1,0.26,0.303,0.7,0.0,7,4.0
2012-02-18,1,2,0,1,0.24,0.2576,0.7,0.0896,1,5.0
2012-02-18,1,2,0,1,0.24,0.2879,0.7,0.0,9,6.0
2012-02-18,1,2,0,1,0.24,0.2879,0.7,0.0,41,7.0
2012-02-18,1,2,0,1,0.22,0.2727,0.87,0.0,102,8.0
2012-02-18,1,2,0,1,0.22,0.2424,0.8,0.1045,138,9.0
2012-02-18,1,2,0,1,0.26,0.2727,0.81,0.1045,205,10.0
2012-02-18,1,2,0,1,0.32,0.3333,0.57,0.1343,286,11.0
2012-02-18,1,2,0,1,0.36,0.3485,0.43,0.194,369,12.0
2012-02-18,1,2,0,1,0.4,0.4091,0.43,0.2836,384,13.0
2012-02-18,1,2,0,1,0.44,0.4394,0.35,0.3582,427,14.0
2012-02-18,1,2,0,1,0.42,0.4242,0.41,0.2537,499,15.0
2012-02-18,1,2,0,1,0.44,0.4394,0.44,0.3284,404,16.0
2012-02-18,1,2,0,1,0.48,0.4697,0.36,0.2836,364,17.0
2012-02-18,1,2,0,1,0.46,0.4545,0.38,0.2985,246,18.0
2012-02-18,1,2,0,1,0.44,0.4394,0.44,0.1642,188,19.0
2012-02-18,1,2,0,1,0.44,0.4394,0.44,0.1642,148,20.0
2012-02-18,1,2,0,1,0.44,0.4394,0.33,0.2985,114,21.0
2012-02-18,1,2,0,1,0.4,0.4091,0.4,0.4478,118,22.0
2012-02-18,1,2,0,2,0.36,0.3333,0.4,0.3881,74,23.0
2012-02-19,1,2,0,2,0.34,0.303,0.39,0.3582,74,0.0
2012-02-19,1,2,0,2,0.32,0.303,0.39,0.2537,72,1.0
2012-02-19,1,2,0,2,0.3,0.2879,0.36,0.2836,48,2.0
2012-02-19,1,2,0,2,0.3,0.2879,0.36,0.2239,15,3.0
2012-02-19,1,2,0,2,0.28,0.2576,0.41,0.3881,3,4.0
2012-02-19,1,2,0,2,0.26,0.2273,0.48,0.2985,2,5.0
2012-02-19,1,2,0,1,0.24,0.2121,0.52,0.3284,5,6.0
2012-02-19,1,2,0,2,0.24,0.2121,0.52,0.2836,14,7.0
2012-02-19,1,2,0,2,0.24,0.2273,0.56,0.194,56,8.0
2012-02-19,1,2,0,2,0.24,0.2273,0.56,0.2537,93,9.0
2012-02-19,1,2,0,2,0.26,0.2424,0.52,0.2537,191,10.0
2012-02-19,1,2,0,2,0.26,0.2273,0.56,0.3284,226,11.0
2012-02-19,1,2,0,2,0.28,0.2727,0.52,0.2537,255,12.0
2012-02-19,1,2,0,1,0.3,0.303,0.49,0.1642,261,13.0
2012-02-19,1,2,0,2,0.32,0.3182,0.45,0.194,237,14.0
2012-02-19,1,2,0,2,0.3,0.2879,0.49,0.194,253,15.0
2012-02-19,1,2,0,2,0.32,0.303,0.45,0.2836,212,16.0
2012-02-19,1,2,0,2,0.3,0.2879,0.49,0.2537,157,17.0
2012-02-19,1,2,0,2,0.3,0.2727,0.49,0.3284,167,18.0
2012-02-19,1,2,0,2,0.3,0.2879,0.52,0.2537,119,19.0
2012-02-19,1,2,0,2,0.3,0.2879,0.52,0.2836,103,20.0
2012-02-19,1,2,0,3,0.26,0.2576,0.65,0.1642,36,21.0
2012-02-19,1,2,0,3,0.24,0.2576,0.75,0.0896,55,22.0
2012-02-19,1,2,0,2,0.22,0.2273,0.93,0.1642,35,23.0
2012-02-20,1,2,0,2,0.24,0.2576,0.87,0.0896,41,0.0
2012-02-20,1,2,0,2,0.24,0.2576,0.87,0.0896,15,1.0
2012-02-20,1,2,0,2,0.24,0.2576,0.87,0.0896,20,2.0
2012-02-20,1,2,0,2,0.24,0.2273,0.81,0.194,8,3.0
2012-02-20,1,2,0,2,0.24,0.2121,0.6,0.3582,6,5.0
2012-02-20,1,2,0,1,0.24,0.197,0.52,0.4179,10,6.0
2012-02-20,1,2,0,2,0.22,0.197,0.55,0.3284,44,7.0
2012-02-20,1,2,0,1,0.2,0.1818,0.59,0.3582,120,8.0
2012-02-20,1,2,0,1,0.2,0.1818,0.59,0.3582,110,9.0
2012-02-20,1,2,0,1,0.22,0.197,0.55,0.4478,143,10.0
2012-02-20,1,2,0,1,0.26,0.2273,0.48,0.3582,208,11.0
2012-02-20,1,2,0,1,0.28,0.2727,0.45,0.2239,281,12.0
2012-02-20,1,2,0,1,0.3,0.2879,0.42,0.2836,312,13.0
2012-02-20,1,2,0,1,0.32,0.3182,0.36,0.194,263,14.0
2012-02-20,1,2,0,1,0.34,0.3182,0.34,0.2239,289,15.0
2012-02-20,1,2,0,1,0.36,0.3788,0.29,0.1045,280,16.0
2012-02-20,1,2,0,1,0.38,0.3939,0.27,0.2537,253,17.0
2012-02-20,1,2,0,1,0.34,0.3182,0.34,0.2239,242,18.0
2012-02-20,1,2,0,1,0.34,0.3182,0.34,0.2239,172,19.0
2012-02-20,1,2,0,1,0.34,0.3333,0.34,0.194,126,20.0
2012-02-20,1,2,0,1,0.3,0.303,0.39,0.1642,98,21.0
2012-02-20,1,2,0,1,0.3,0.3182,0.45,0.0896,62,22.0
2012-02-20,1,2,0,1,0.3,0.3333,0.39,0.0,26,23.0
2012-02-21,1,2,1,1,0.26,0.303,0.65,0.0,12,0.0
2012-02-21,1,2,1,1,0.26,0.303,0.56,0.0,7,1.0
2012-02-21,1,2,1,1,0.24,0.2879,0.6,0.0,3,2.0
2012-02-21,1,2,1,1,0.22,0.2727,0.64,0.0,2,4.0
2012-02-21,1,2,1,1,0.2,0.2576,0.69,0.0,15,5.0
2012-02-21,1,2,1,1,0.2,0.2576,0.75,0.0,86,6.0
2012-02-21,1,2,1,1,0.22,0.2727,0.64,0.0,279,7.0
2012-02-21,1,2,1,1,0.2,0.2273,0.69,0.0896,464,8.0
2012-02-21,1,2,1,1,0.2,0.2273,0.75,0.1045,217,9.0
2012-02-21,1,2,1,1,0.24,0.2273,0.7,0.194,85,10.0
2012-02-21,1,2,1,2,0.26,0.2424,0.7,0.2836,86,11.0
2012-02-21,1,2,1,2,0.3,0.2727,0.56,0.3881,163,12.0
2012-02-21,1,2,1,1,0.34,0.303,0.49,0.4179,131,13.0
2012-02-21,1,2,1,2,0.32,0.2879,0.53,0.3881,124,14.0
2012-02-21,1,2,1,1,0.34,0.303,0.49,0.4179,160,15.0
2012-02-21,1,2,1,1,0.36,0.3333,0.46,0.4179,254,16.0
2012-02-21,1,2,1,1,0.38,0.3939,0.4,0.4478,432,17.0
2012-02-21,1,2,1,1,0.38,0.3939,0.4,0.4478,425,18.0
2012-02-21,1,2,1,1,0.36,0.3333,0.46,0.2985,304,19.0
2012-02-21,1,2,1,1,0.34,0.3182,0.53,0.2537,227,20.0
2012-02-21,1,2,1,1,0.34,0.3333,0.61,0.1642,154,21.0
2012-02-21,1,2,1,2,0.34,0.3333,0.71,0.194,100,22.0
2012-02-21,1,2,1,1,0.32,0.303,0.66,0.2239,47,23.0
2012-02-22,1,2,1,1,0.32,0.303,0.66,0.2239,24,0.0
2012-02-22,1,2,1,1,0.32,0.3333,0.7,0.1343,7,1.0
2012-02-22,1,2,1,1,0.34,0.3182,0.66,0.2836,6,2.0
2012-02-22,1,2,1,2,0.34,0.3182,0.71,0.2239,4,3.0
2012-02-22,1,2,1,1,0.34,0.3333,0.71,0.1642,2,4.0
2012-02-22,1,2,1,1,0.32,0.3333,0.7,0.1045,30,5.0
2012-02-22,1,2,1,1,0.32,0.3182,0.76,0.1642,90,6.0
2012-02-22,1,2,1,1,0.32,0.3333,0.76,0.0896,302,7.0
2012-02-22,1,2,1,1,0.3,0.3182,0.75,0.0896,576,8.0
2012-02-22,1,2,1,1,0.32,0.3333,0.7,0.0896,252,9.0
2012-02-22,1,2,1,1,0.34,0.3485,0.71,0.0896,139,10.0
2012-02-22,1,2,1,1,0.36,0.3485,0.66,0.1642,171,11.0
2012-02-22,1,2,1,1,0.4,0.4091,0.62,0.2836,207,12.0
2012-02-22,1,2,1,1,0.42,0.4242,0.54,0.2985,190,13.0
2012-02-22,1,2,1,1,0.44,0.4394,0.54,0.3284,177,14.0
2012-02-22,1,2,1,1,0.5,0.4848,0.31,0.4179,195,15.0
2012-02-22,1,2,1,1,0.52,0.5,0.29,0.4627,298,16.0
2012-02-22,1,2,1,1,0.52,0.5,0.32,0.3881,529,17.0
2012-02-22,1,2,1,2,0.48,0.4697,0.41,0.3284,525,18.0
2012-02-22,1,2,1,2,0.46,0.4545,0.44,0.2836,327,19.0
2012-02-22,1,2,1,2,0.44,0.4394,0.47,0.194,274,20.0
2012-02-22,1,2,1,2,0.48,0.4697,0.33,0.2836,239,21.0
2012-02-22,1,2,1,2,0.44,0.4394,0.47,0.2537,147,22.0
2012-02-22,1,2,1,2,0.46,0.4545,0.41,0.2836,62,23.0
2012-02-23,1,2,1,2,0.44,0.4394,0.47,0.2537,42,0.0
2012-02-23,1,2,1,2,0.44,0.4394,0.58,0.2836,15,1.0
2012-02-23,1,2,1,2,0.44,0.4394,0.62,0.2239,9,2.0
2012-02-23,1,2,1,3,0.44,0.4394,0.67,0.194,6,3.0
2012-02-23,1,2,1,1,0.4,0.4091,0.76,0.2239,1,4.0
2012-02-23,1,2,1,1,0.4,0.4091,0.76,0.2239,32,5.0
2012-02-23,1,2,1,1,0.36,0.3485,0.87,0.194,91,6.0
2012-02-23,1,2,1,1,0.36,0.3485,0.81,0.2239,326,7.0
2012-02-23,1,2,1,1,0.34,0.3333,0.87,0.194,560,8.0
2012-02-23,1,2,1,1,0.36,0.3333,0.81,0.2537,242,9.0
2012-02-23,1,2,1,1,0.42,0.4242,0.67,0.194,148,10.0
2012-02-23,1,2,1,1,0.48,0.4697,0.48,0.2836,182,11.0
2012-02-23,1,2,1,1,0.5,0.4848,0.42,0.2537,224,12.0
2012-02-23,1,2,1,1,0.52,0.5,0.39,0.194,218,13.0
2012-02-23,1,2,1,1,0.54,0.5152,0.37,0.2537,192,14.0
2012-02-23,1,2,1,1,0.54,0.5152,0.33,0.1343,217,15.0
2012-02-23,1,2,1,1,0.56,0.5303,0.32,0.0,343,16.0
2012-02-23,1,2,1,1,0.54,0.5152,0.32,0.1642,610,17.0
2012-02-23,1,2,1,1,0.54,0.5152,0.37,0.1343,522,18.0
2012-02-23,1,2,1,1,0.5,0.4848,0.39,0.0896,369,19.0
2012-02-23,1,2,1,1,0.46,0.4545,0.44,0.1343,269,20.0
2012-02-23,1,2,1,1,0.44,0.4394,0.51,0.2239,222,21.0
2012-02-23,1,2,1,1,0.44,0.4394,0.54,0.2537,137,22.0
2012-02-23,1,2,1,1,0.44,0.4394,0.54,0.0,85,23.0
2012-02-24,1,2,1,2,0.44,0.4394,0.58,0.0896,46,0.0
2012-02-24,1,2,1,1,0.44,0.4394,0.62,0.194,18,1.0
2012-02-24,1,2,1,3,0.42,0.4242,0.77,0.2836,5,2.0
2012-02-24,1,2,1,1,0.42,0.4242,0.82,0.1343,5,3.0
2012-02-24,1,2,1,1,0.4,0.4091,0.87,0.1343,2,4.0
2012-02-24,1,2,1,2,0.4,0.4091,0.87,0.194,26,5.0
2012-02-24,1,2,1,2,0.4,0.4091,0.87,0.1642,82,6.0
2012-02-24,1,2,1,2,0.4,0.4091,0.76,0.2239,272,7.0
2012-02-24,1,2,1,2,0.38,0.3939,0.76,0.3284,469,8.0
2012-02-24,1,2,1,3,0.36,0.3333,0.81,0.2537,244,9.0
2012-02-24,1,2,1,3,0.36,0.3485,0.81,0.1642,141,10.0
2012-02-24,1,2,1,2,0.36,0.3636,0.81,0.1045,163,11.0
2012-02-24,1,2,1,2,0.4,0.4091,0.76,0.1343,228,12.0
2012-02-24,1,2,1,2,0.42,0.4242,0.71,0.1045,183,13.0
2012-02-24,1,2,1,2,0.46,0.4545,0.67,0.1045,31,14.0
2012-02-24,1,2,1,3,0.4,0.4091,0.87,0.194,94,15.0
2012-02-24,1,2,1,3,0.4,0.4091,0.87,0.194,178,16.0
2012-02-24,1,2,1,3,0.42,0.4242,0.94,0.1045,256,17.0
2012-02-24,1,2,1,2,0.42,0.4242,0.94,0.0,300,18.0
2012-02-24,1,2,1,2,0.44,0.4394,0.88,0.1045,233,19.0
2012-02-24,1,2,1,1,0.44,0.4394,0.62,0.4179,167,20.0
2012-02-24,1,2,1,1,0.42,0.4242,0.35,0.806,152,21.0
2012-02-24,1,2,1,1,0.4,0.4091,0.37,0.5821,106,22.0
2012-02-24,1,2,1,1,0.38,0.3939,0.37,0.6866,86,23.0
2012-02-25,1,2,0,1,0.36,0.3333,0.43,0.3881,61,0.0
2012-02-25,1,2,0,1,0.34,0.303,0.42,0.3582,46,1.0
2012-02-25,1,2,0,1,0.32,0.303,0.45,0.2537,38,2.0
2012-02-25,1,2,0,1,0.3,0.2727,0.45,0.2985,7,3.0
2012-02-25,1,2,0,1,0.3,0.2727,0.42,0.3284,2,4.0
2012-02-25,1,2,0,2,0.3,0.2727,0.42,0.2985,3,5.0
2012-02-25,1,2,0,2,0.3,0.2727,0.42,0.2985,13,6.0
2012-02-25,1,2,0,1,0.28,0.2424,0.45,0.4478,23,7.0
2012-02-25,1,2,0,1,0.26,0.2273,0.48,0.2985,93,8.0
2012-02-25,1,2,0,3,0.22,0.197,0.75,0.3284,122,9.0
2012-02-25,1,2,0,1,0.26,0.2273,0.6,0.3582,183,10.0
2012-02-25,1,2,0,1,0.3,0.2576,0.39,0.6119,210,11.0
2012-02-25,1,2,0,1,0.32,0.2727,0.29,0.6567,258,12.0
2012-02-25,1,2,0,1,0.32,0.2879,0.31,0.4925,226,13.0
2012-02-25,1,2,0,1,0.32,0.2727,0.29,0.5522,216,14.0
2012-02-25,1,2,0,1,0.32,0.2879,0.29,0.4179,232,15.0
2012-02-25,1,2,0,1,0.32,0.2727,0.26,0.5821,195,16.0
2012-02-25,1,2,0,1,0.3,0.2727,0.33,0.3582,159,17.0
2012-02-25,1,2,0,1,0.3,0.2576,0.28,0.5821,133,18.0
2012-02-25,1,2,0,1,0.26,0.2121,0.33,0.4478,149,19.0
2012-02-25,1,2,0,1,0.26,0.2121,0.3,0.5522,105,20.0
2012-02-25,1,2,0,1,0.24,0.2121,0.35,0.3284,85,21.0
2012-02-25,1,2,0,1,0.24,0.197,0.38,0.4627,82,22.0
2012-02-25,1,2,0,1,0.24,0.197,0.41,0.4179,91,23.0
2012-02-26,1,2,0,1,0.24,0.2121,0.41,0.3582,70,0.0
2012-02-26,1,2,0,1,0.24,0.2121,0.44,0.3284,55,1.0
2012-02-26,1,2,0,1,0.24,0.2121,0.44,0.3284,42,2.0
2012-02-26,1,2,0,1,0.24,0.2273,0.41,0.194,21,3.0
2012-02-26,1,2,0,1,0.24,0.2273,0.41,0.194,6,4.0
2012-02-26,1,2,0,1,0.22,0.2121,0.44,0.2239,5,5.0
2012-02-26,1,2,0,1,0.22,0.197,0.44,0.3284,2,6.0
2012-02-26,1,2,0,1,0.2,0.1818,0.51,0.2985,22,7.0
2012-02-26,1,2,0,1,0.2,0.197,0.51,0.2537,59,8.0
2012-02-26,1,2,0,1,0.22,0.2121,0.47,0.2239,87,9.0
2012-02-26,1,2,0,1,0.26,0.2576,0.41,0.1642,188,10.0
2012-02-26,1,2,0,1,0.28,0.2576,0.41,0.2836,227,11.0
2012-02-26,1,2,0,1,0.3,0.303,0.39,0.1343,305,12.0
2012-02-26,1,2,0,1,0.32,0.3333,0.36,0.0,325,13.0
2012-02-26,1,2,0,1,0.34,0.3485,0.31,0.0,331,14.0
2012-02-26,1,2,0,1,0.36,0.3485,0.29,0.0,353,15.0
2012-02-26,1,2,0,1,0.36,0.3333,0.32,0.2537,339,16.0
2012-02-26,1,2,0,1,0.36,0.3485,0.32,0.2239,287,17.0
2012-02-26,1,2,0,1,0.34,0.3182,0.36,0.2836,216,18.0
2012-02-26,1,2,0,1,0.34,0.3333,0.34,0.1642,143,19.0
2012-02-26,1,2,0,1,0.32,0.3182,0.42,0.1642,88,20.0
2012-02-26,1,2,0,1,0.3,0.303,0.45,0.1343,83,21.0
2012-02-26,1,2,0,1,0.3,0.2879,0.42,0.2239,71,22.0
2012-02-26,1,2,0,1,0.26,0.2576,0.56,0.1642,64,23.0
2012-02-27,1,2,1,1,0.26,0.2424,0.6,0.2537,29,0.0
2012-02-27,1,2,1,1,0.26,0.2576,0.65,0.2239,6,1.0
2012-02-27,1,2,1,1,0.26,0.2273,0.7,0.2985,4,2.0
2012-02-27,1,2,1,1,0.24,0.2424,0.75,0.1642,2,3.0
2012-02-27,1,2,1,1,0.22,0.2273,0.8,0.1343,1,4.0
2012-02-27,1,2,1,1,0.22,0.2273,0.8,0.1343,16,5.0
2012-02-27,1,2,1,1,0.24,0.2273,0.7,0.2537,90,6.0
2012-02-27,1,2,1,1,0.24,0.2273,0.6,0.2239,280,7.0
2012-02-27,1,2,1,1,0.24,0.2424,0.6,0.0,528,8.0
2012-02-27,1,2,1,1,0.26,0.2576,0.6,0.194,230,9.0
2012-02-27,1,2,1,1,0.32,0.303,0.45,0.2537,104,10.0
2012-02-27,1,2,1,1,0.36,0.3333,0.43,0.2537,103,11.0
2012-02-27,1,2,1,1,0.4,0.4091,0.37,0.2985,177,12.0
2012-02-27,1,2,1,1,0.4,0.4091,0.43,0.2836,182,13.0
2012-02-27,1,2,1,1,0.46,0.4545,0.36,0.2836,158,14.0
2012-02-27,1,2,1,1,0.52,0.5,0.25,0.4179,174,15.0
2012-02-27,1,2,1,1,0.54,0.5152,0.26,0.4478,286,16.0
2012-02-27,1,2,1,1,0.54,0.5152,0.24,0.4478,529,17.0
2012-02-27,1,2,1,1,0.52,0.5,0.27,0.4179,527,18.0
2012-02-27,1,2,1,1,0.5,0.4848,0.29,0.3881,334,19.0
2012-02-27,1,2,1,1,0.48,0.4697,0.33,0.3582,219,20.0
2012-02-27,1,2,1,1,0.46,0.4545,0.36,0.2836,195,21.0
2012-02-27,1,2,1,1,0.44,0.4394,0.44,0.2537,92,22.0
2012-02-27,1,2,1,1,0.42,0.4242,0.5,0.1642,56,23.0
2012-02-28,1,2,1,1,0.42,0.4242,0.54,0.1343,10,0.0
2012-02-28,1,2,1,1,0.38,0.3939,0.62,0.1642,6,1.0
2012-02-28,1,2,1,1,0.4,0.4091,0.54,0.1045,3,2.0
2012-02-28,1,2,1,1,0.4,0.4091,0.32,0.3582,6,3.0
2012-02-28,1,2,1,1,0.32,0.2879,0.42,0.3582,2,4.0
2012-02-28,1,2,1,1,0.32,0.2879,0.42,0.3582,21,5.0
2012-02-28,1,2,1,1,0.3,0.2727,0.45,0.3284,101,6.0
2012-02-28,1,2,1,1,0.28,0.2576,0.45,0.2985,325,7.0
2012-02-28,1,2,1,1,0.26,0.2424,0.48,0.2836,559,8.0
2012-02-28,1,2,1,1,0.28,0.2576,0.45,0.3582,232,9.0
2012-02-28,1,2,1,1,0.3,0.2727,0.42,0.2985,132,10.0
2012-02-28,1,2,1,1,0.34,0.3182,0.36,0.2537,163,11.0
2012-02-28,1,2,1,1,0.36,0.3485,0.34,0.1343,183,12.0
2012-02-28,1,2,1,1,0.36,0.3636,0.32,0.1045,190,13.0
2012-02-28,1,2,1,1,0.4,0.4091,0.28,0.1045,134,14.0
2012-02-28,1,2,1,1,0.42,0.4242,0.26,0.0896,166,15.0
2012-02-28,1,2,1,1,0.42,0.4242,0.28,0.0896,287,16.0
2012-02-28,1,2,1,1,0.42,0.4242,0.26,0.0896,530,17.0
2012-02-28,1,2,1,1,0.42,0.4242,0.28,0.1642,449,18.0
2012-02-28,1,2,1,1,0.42,0.4242,0.26,0.0,306,19.0
2012-02-28,1,2,1,1,0.4,0.4091,0.3,0.1343,204,20.0
2012-02-28,1,2,1,1,0.34,0.3485,0.46,0.1045,188,21.0
2012-02-28,1,2,1,1,0.34,0.3485,0.46,0.1045,101,22.0
2012-02-28,1,2,1,1,0.32,0.303,0.53,0.2239,65,23.0
2012-02-29,1,2,1,1,0.32,0.3333,0.53,0.1045,32,0.0
2012-02-29,1,2,1,1,0.32,0.3333,0.49,0.1045,6,1.0
2012-02-29,1,2,1,1,0.3,0.2879,0.56,0.2239,4,2.0
2012-02-29,1,2,1,1,0.28,0.303,0.7,0.0896,2,3.0
2012-02-29,1,2,1,1,0.26,0.2879,0.75,0.0896,29,5.0
2012-02-29,1,2,1,2,0.28,0.303,0.75,0.0896,104,6.0
2012-02-29,1,2,1,2,0.26,0.2727,0.81,0.1343,253,7.0
2012-02-29,1,2,1,2,0.28,0.2879,0.75,0.1045,116,8.0
2012-02-29,1,2,1,3,0.3,0.303,0.81,0.1642,38,9.0
2012-02-29,1,2,1,3,0.3,0.303,0.81,0.1642,10,10.0
2012-02-29,1,2,1,3,0.3,0.2879,0.87,0.194,10,11.0
2012-02-29,1,2,1,3,0.32,0.303,0.93,0.3284,70,12.0
2012-02-29,1,2,1,2,0.36,0.3333,0.93,0.3582,76,13.0
2012-02-29,1,2,1,2,0.36,0.3333,0.93,0.3582,56,14.0
2012-02-29,1,2,1,2,0.4,0.4091,0.82,0.2836,90,15.0
2012-02-29,1,2,1,3,0.4,0.4091,0.82,0.2239,167,16.0
2012-02-29,1,2,1,2,0.4,0.4091,0.87,0.1642,253,17.0
2012-02-29,1,2,1,3,0.4,0.4091,0.87,0.0,192,18.0
2012-02-29,1,2,1,2,0.4,0.4091,0.87,0.1045,102,19.0
2012-02-29,1,2,1,3,0.42,0.4242,0.88,0.1642,97,20.0
2012-02-29,1,2,1,3,0.42,0.4242,0.88,0.1642,39,21.0
2012-02-29,1,2,1,3,0.42,0.4242,0.94,0.2537,55,22.0
2012-02-29,1,2,1,3,0.42,0.4242,0.94,0.2537,33,23.0
2012-03-01,1,3,1,2,0.42,0.4242,0.94,0.0,11,0.0
2012-03-01,1,3,1,3,0.46,0.4545,0.94,0.1045,12,1.0
2012-03-01,1,3,1,2,0.46,0.4545,0.94,0.2836,6,2.0
2012-03-01,1,3,1,1,0.46,0.4545,0.94,0.2239,3,3.0
2012-03-01,1,3,1,1,0.48,0.4697,0.88,0.194,5,4.0
2012-03-01,1,3,1,1,0.48,0.4697,0.88,0.1642,18,5.0
2012-03-01,1,3,1,2,0.42,0.4242,0.94,0.0,109,6.0
2012-03-01,1,3,1,2,0.44,0.4394,0.94,0.1343,304,7.0
2012-03-01,1,3,1,1,0.42,0.4242,0.94,0.1343,594,8.0
2012-03-01,1,3,1,1,0.46,0.4545,0.77,0.2537,286,9.0
2012-03-01,1,3,1,1,0.52,0.5,0.55,0.1642,133,10.0
2012-03-01,1,3,1,1,0.56,0.5303,0.43,0.194,168,11.0
2012-03-01,1,3,1,1,0.56,0.5303,0.37,0.2239,220,12.0
2012-03-01,1,3,1,1,0.58,0.5455,0.32,0.2537,211,13.0
2012-03-01,1,3,1,1,0.58,0.5455,0.35,0.2239,211,14.0
2012-03-01,1,3,1,1,0.6,0.6212,0.31,0.2537,223,15.0
2012-03-01,1,3,1,1,0.58,0.5455,0.32,0.2985,361,16.0
2012-03-01,1,3,1,1,0.56,0.5303,0.35,0.2985,600,17.0
2012-03-01,1,3,1,1,0.54,0.5152,0.34,0.3582,525,18.0
2012-03-01,1,3,1,1,0.48,0.4697,0.41,0.3284,328,19.0
2012-03-01,1,3,1,1,0.44,0.4394,0.44,0.4179,254,20.0
2012-03-01,1,3,1,1,0.42,0.4242,0.47,0.4627,197,21.0
2012-03-01,1,3,1,1,0.38,0.3939,0.5,0.2537,126,22.0
2012-03-01,1,3,1,1,0.36,0.3485,0.5,0.2239,85,23.0
2012-03-02,1,3,1,1,0.34,0.3333,0.53,0.1642,46,0.0
2012-03-02,1,3,1,1,0.34,0.3182,0.49,0.2239,20,1.0
2012-03-02,1,3,1,1,0.34,0.3182,0.53,0.2836,6,2.0
2012-03-02,1,3,1,1,0.32,0.3182,0.57,0.194,3,3.0
2012-03-02,1,3,1,1,0.32,0.3485,0.61,0.0,2,4.0
2012-03-02,1,3,1,1,0.3,0.3333,0.7,0.0,24,5.0
2012-03-02,1,3,1,1,0.3,0.3333,0.7,0.0,92,6.0
2012-03-02,1,3,1,1,0.3,0.3333,0.7,0.0,262,7.0
2012-03-02,1,3,1,1,0.28,0.303,0.75,0.0896,549,8.0
2012-03-02,1,3,1,1,0.3,0.3333,0.81,0.0,314,9.0
2012-03-02,1,3,1,1,0.36,0.3485,0.5,0.1642,132,10.0
2012-03-02,1,3,1,1,0.38,0.3939,0.46,0.194,194,11.0
2012-03-02,1,3,1,1,0.4,0.4091,0.43,0.1642,234,12.0
2012-03-02,1,3,1,1,0.42,0.4242,0.44,0.2239,222,13.0
2012-03-02,1,3,1,2,0.44,0.4394,0.44,0.2836,205,14.0
2012-03-02,1,3,1,2,0.42,0.4242,0.5,0.2985,78,15.0
